ObjNum	OriginX	OriginY	OriginZ	Pitch	Roll	Yaw	Solid	Flags	FadeMinDist	FadeMaxDist	PropTypeEntry
256	-907,035	-4032,74	-243,654	0	180	0	6	16	0	0	models/scenery/structural/hollywood/streetlightpost.mdl
257	-1228,04	-4320,74	-243,654	0	180	0	6	16	0	0	models/scenery/structural/hollywood/streetlightpost.mdl
258	-1840,08	-1130,01	40	0	0	0	6	16	0	0	models/scenery/structural/hollywood/streetlight.mdl
259	-1584,08	-1130,01	40	0	0	0	6	16	0	0	models/scenery/structural/hollywood/streetlight.mdl
260	-572,803	-2188,53	-122,967	0	0	0	6	16	0	0	models/scenery/street/pierlight/pierlight.mdl
261	-1243,8	-2397,53	-122,967	0	0	0	6	16	0	0	models/scenery/street/pierlight/pierlight.mdl
262	-2201,8	-2396,53	-122,967	0	0	0	6	16	0	0	models/scenery/street/pierlight/pierlight.mdl
263	-1619,2	-2677,47	-122,967	0	180	0	6	16	0	0	models/scenery/street/pierlight/pierlight.mdl
264	-2531,98	-2918,29	-131,967	0	60	0	6	16	0	0	models/scenery/street/pierlight/pierlight.mdl
265	-2867,47	-3502,8	-186,967	0	90	0	6	16	0	0	models/scenery/street/pierlight/pierlight.mdl
266	-2484,47	-1785,8	-55,967	0	90	0	6	16	0	0	models/scenery/street/pierlight/pierlight.mdl
267	-2481,47	-1238,8	11,033	0	90	0	6	16	0	0	models/scenery/street/pierlight/pierlight.mdl
268	-2487,47	-612,803	11,033	0	90	0	6	16	0	0	models/scenery/street/pierlight/pierlight.mdl
269	-1052,82	-2677,47	-122,967	0	180	0	6	16	0	0	models/scenery/street/pierlight/pierlight.mdl
270	-1393,01	-993,461	-66,732	0	180	0	0	17	6000	7000	models/scenery/structural/chateau/cm_rail1.mdl
271	-1340,47	-980,021	-78	0	270	0	6	0	0	0	models/scenery/furniture/endtable/endtable.mdl
272	-1340,47	-958,982	-148	0	270	0	6	0	0	0	models/scenery/furniture/endtable/endtable.mdl
273	-1447,47	-980,021	-78	0	270	0	6	0	0	0	models/scenery/furniture/endtable/endtable.mdl
274	-1447,47	-958,982	-148	0	270	0	6	0	0	0	models/scenery/furniture/endtable/endtable.mdl
275	-1311,99	-849,584	-137,997	0	290,5	0	6	0	0	0	models/scenery/furniture/chair/library_chair_wood.mdl
276	-1312,41	-906,87	-137,997	0	62	0	6	0	0	0	models/scenery/furniture/chair/library_chair_wood.mdl
277	-2092,64	-708,752	189	0	0	0	0	0	0	0	models/scenery/plants/populus/populus.mdl
278	-2092,64	-915,248	189	0	0	0	0	0	0	0	models/scenery/plants/populus/populus.mdl
279	-1663,76	-867,243	245,988	0	0	0	6	17	6000	7000	models/scenery/structural/chateau/lightfixtureceilingpiece.mdl
280	-1663,8	-867,263	223,895	0	0	0	6	17	6000	7000	models/scenery/structural/chateau/lightfixture.mdl
281	-1379	-567	-78	0	0	0	6	18	0	0	models/scenery/structural/chateau/cm_stairs6b.mdl
282	-1435,46	-430,04	12,09	0	90	0	6	17	6000	7000	models/scenery/structural/chateau/cm_rail2.mdl
283	-1157,46	-429,04	12,09	0	90	0	6	17	6000	7000	models/scenery/structural/chateau/cm_rail2.mdl
284	-1276,95	-564,03	66,746	0	0	0	0	17	6000	7000	models/scenery/structural/chateau/cm_bani_post2.mdl
285	-1306	-652,93	-73,959	0	0	0	0	17	6000	7000	models/scenery/structural/chateau/cm_bani_link.mdl
286	-1238	-570	47	0	0	0	0	19	6000	7000	models/scenery/structural/chateau/cm_stairs7.mdl
287	-1219,44	-370,56	-76,7607	0	270	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
288	-1242,44	-370,56	-76,7607	0	270	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
289	-1972	-1521	-89	0	0	0	6	0	0	0	models/scenery/structural/chateau/cm_deco1.mdl
290	-1972	-1635	-89	0	0	0	6	0	0	0	models/scenery/structural/chateau/cm_deco1.mdl
291	-1972	-1749	-89	0	0	0	6	0	0	0	models/scenery/structural/chateau/cm_deco1.mdl
292	-1972	-1863	-89	0	0	0	6	0	0	0	models/scenery/structural/chateau/cm_deco1.mdl
293	-1801	-2034	-89	0	90	0	6	0	0	0	models/scenery/structural/chateau/cm_deco1.mdl
294	-1687	-2034	-89	0	90	0	6	0	0	0	models/scenery/structural/chateau/cm_deco1.mdl
295	-1574	-2034	-89	0	90	0	6	0	0	0	models/scenery/structural/chateau/cm_deco1.mdl
296	-1972	-1977	-89	0	0	0	6	0	0	0	models/scenery/structural/chateau/cm_deco1.mdl
297	-1186,98	-376,93	53,917	0	0	0	6	16	0	0	models/scenery/structural/chateau/cm_bani_top.mdl
298	-1406	-376,93	54,017	0	180	0	6	16	0	0	models/scenery/structural/chateau/cm_bani_top.mdl
299	-1339,95	-561,04	-47,784	0	0	0	0	17	6000	7000	models/scenery/structural/chateau/cm_bani_post1.mdl
300	-1308,65	-556,22	24,004	0	0	0	0	16	0	0	models/scenery/structural/chateau/cm_bani_rail.mdl
301	-1228,72	-1045	162,466	0	90	0	0	16	0	0	models/scenery/structural/vesuvius/bar.mdl
302	-1152,27	-1045	162,466	0	90	0	0	16	0	0	models/scenery/structural/vesuvius/bar.mdl
303	-1913,48	-975,661	-110,907	0	190	0	6	0	0	0	models/scenery/furniture/couch_basic/loveseat_basic2.mdl
304	-1850	-1013	-138	0	194,5	0	6	0	0	0	models/scenery/furniture/chairwingback/chairwingback.mdl
305	-1821,19	-961,033	-138	0	-85	0	6	0	0	0	models/scenery/furniture/chairwingback/chairwingback.mdl
306	-1850,39	-914,381	-138	0	335,5	0	6	0	0	0	models/scenery/furniture/chairwingback/chairwingback.mdl
307	-1725,52	-726,718	-113,838	0	-85	0	6	0	0	0	models/scenery/furniture/chair/leatherchair.mdl
308	-1724,34	-777,504	-122,725	0	90	0	6	0	0	0	models/scenery/structural/malkavian/sidetable.mdl
309	-1689,35	-789,359	-117,369	0	154	0	6	0	0	0	models/scenery/structural/malkavian/diningchair.mdl
310	-1725,35	-810,359	-117,369	0	90	0	6	0	0	0	models/scenery/structural/malkavian/diningchair.mdl
311	-1758,35	-783,359	-117,369	0	19,5	0	6	0	0	0	models/scenery/structural/malkavian/diningchair.mdl
312	-1485,1	-805,598	-137,94	0	0	0	6	0	0	0	models/scenery/plants/pottedplanthotel/pottedplanthotel.mdl
313	-1483,55	-931,225	-137,94	0	90	0	6	0	0	0	models/scenery/plants/pottedplanthotel/pottedplanthotel.mdl
314	-1413,19	-403,112	-10	0	240	0	6	0	0	0	models/scenery/plants/pottedplanthotel/pottedplanthotel.mdl
315	-1179,19	-401,112	-10	0	-100	0	6	0	0	0	models/scenery/plants/pottedplanthotel/pottedplanthotel.mdl
316	-1660,26	-1080,26	120,184	0	0	0	6	18	0	0	models/scenery/furniture/fancystandinglamp/fancystandinglamp.mdl
317	-1534,26	-1080,26	120,184	0	0	0	6	18	0	0	models/scenery/furniture/fancystandinglamp/fancystandinglamp.mdl
318	-1497	-1170	120,003	0	180	0	6	0	0	0	models/scenery/furniture/tablecafe/tablecafe.mdl
319	-1601,87	-1162,87	120,003	0	0	0	6	0	0	0	models/scenery/furniture/tablecafe/tablecafe.mdl
320	-1713,87	-1162,87	120,003	0	180	0	6	0	0	0	models/scenery/furniture/tablecafe/tablecafe.mdl
321	-1744,66	-1147,6	120,008	0	343	0	6	0	0	0	models/scenery/furniture/chaircafe/chaircafe.mdl
322	-1675,66	-1155,6	120,008	0	207,5	0	6	0	0	0	models/scenery/furniture/chaircafe/chaircafe.mdl
323	-1713,66	-1139,6	120,008	0	256,5	0	6	0	0	0	models/scenery/furniture/chaircafe/chaircafe.mdl
324	-1602,66	-1139,6	120,008	0	276,5	0	6	0	0	0	models/scenery/furniture/chaircafe/chaircafe.mdl
325	-1568,66	-1159,6	120,008	0	183	0	6	0	0	0	models/scenery/furniture/chaircafe/chaircafe.mdl
326	-1633,66	-1151,6	120,008	0	347,5	0	6	0	0	0	models/scenery/furniture/chaircafe/chaircafe.mdl
327	-1460,66	-1159,6	120,008	0	183	0	6	0	0	0	models/scenery/furniture/chaircafe/chaircafe.mdl
328	-1493	-1143	120,008	0	249	0	6	0	0	0	models/scenery/furniture/chaircafe/chaircafe.mdl
329	-1529,66	-1175,6	120,008	0	335,5	0	6	0	0	0	models/scenery/furniture/chaircafe/chaircafe.mdl
330	-1937,48	-1170,83	120,015	0	270	0	6	0	0	0	models/scenery/furniture/nightstandhotel/nightstandhotel.mdl
331	-1357	-1092	120,68	-1,49948	181,501	-0,039535	6	0	0	0	models/scenery/plants/planthotel/planthotel.mdl
332	-1990,97	-983,306	388,749	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
333	-1990,97	-855,306	388,749	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
334	-1990,97	-599,306	388,749	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
335	-1990,97	-727,306	388,749	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
336	-1990,97	-215,306	388,749	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
337	-1990,97	-343,306	388,749	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
338	-1990,97	-470,306	388,749	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
339	-1990,97	-215,306	236,749	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
340	-1990,97	-343,306	236,749	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
341	-1990,97	-470,306	236,749	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
342	-1990,97	-599,306	236,749	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
343	-1990,97	-727,306	236,749	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
344	-1990,97	-855,306	236,749	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
345	-1990,97	-983,306	236,749	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
346	-1142,89	-3666,42	-157,325	0	0	0	0	17	1024	1536	models/scenery/structural/hollywood/labldgbs10wndw.mdl
347	-1142,89	-3794,42	-157,325	0	0	0	0	17	1024	1536	models/scenery/structural/hollywood/labldgbs10wndw.mdl
348	-1142,89	-3922,42	-157,325	0	0	0	0	17	1024	1536	models/scenery/structural/hollywood/labldgbs10wndw.mdl
349	-1279,39	-3477,4	-157,325	0	45	0	0	17	1024	1536	models/scenery/structural/hollywood/labldgbs10wndw.mdl
350	-1369,9	-3386,89	-157,325	0	45	0	0	17	1024	1536	models/scenery/structural/hollywood/labldgbs10wndw.mdl
351	-1188,88	-3567,91	-157,325	0	45	0	0	17	1024	1536	models/scenery/structural/hollywood/labldgbs10wndw.mdl
352	-1459,9	-3296,89	-157,325	0	45	0	0	17	1024	1536	models/scenery/structural/hollywood/labldgbs10wndw.mdl
353	-1667,24	-730,696	-102,089	0	182,5	0	6	16	0	0	models/scenery/furniture/TiffanyLamp/TiffanyLamp.mdl
354	-2027	-1050	-89	0	270	0	6	0	0	0	models/scenery/structural/chateau/cm_deco1.mdl
355	-2029	-1236	-89	0	90	0	6	16	0	0	models/scenery/structural/chateau/cm_deco1.mdl
356	-1915	-2034	-89	0	90	0	6	0	0	0	models/scenery/structural/chateau/cm_deco1.mdl
357	-1864	-967	-123	0	0,5	0	6	0	0	0	models/scenery/structural/malkavian/sidetable.mdl
358	-2086	-1236	40	0	270	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
359	-2084	-1050	40	0	270	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
360	-1164	-2096	-230	0	180	0	6	1	1024	1556	models/scenery/street/hydrant/hydranta.mdl
361	-2682	-306	-170	8,64918	59,6187	-5,03838	6	0	0	0	models/scenery/misc/rocks/indiva.mdl
362	-1960,89	-906,896	-112,804	0	2,5	0	6	16	0	0	models/scenery/furniture/lamp/table_stand_lamp.mdl
363	-1960,89	-830,125	-112,804	0	2,5	0	6	16	0	0	models/scenery/furniture/lamp/table_stand_lamp.mdl
364	-1392,98	-989,141	147,799	0	2,49999	0	6	0	0	0	models/scenery/structural/malkavian/sofa.mdl
365	-1325	-709	130	0	222,5	0	6	0	0	0	models/scenery/structural/malkavian/loungechair.mdl
366	-1296	-389	-121,084	0	90	0	6	0	0	0	models/scenery/furniture/couchbackless/couchbackless.mdl
367	-1525	-1141	261	0	0	0	0	19	6000	7000	models/scenery/structural/chateau/cm_awning2.mdl
368	0	0	0	0	0	0	0	0	0	0	models/scenery/structural/conflight/conflight.mdl
